AAEXERCICIO,CD_MENSAL,NR_EMPENHO,NR_REALIZADA,NR_ACUMULADO,CD_PAI,NR_NIVEL
"AGRICULTURA",2011,1,25645220.08,24757707.05,24757707.05,"DESPESA",2
"ASSISTENCIA SOCIAL",2011,1,3242268.45,2441090.73,2441090.73,"DESPESA",2
"CIENCIA E TECNOLOGIA",2011,1,5853379.12,3819114.67,3819114.67,"DESPESA",2
"COMERCIO E SERVICOS",2011,1,51061873.49,50018704.98,50018704.98,"DESPESA",2
"COMUNICACOES",2011,1,305808.03,204626.13,204626.13,"DESPESA",2
"CULTURA",2011,1,9618796.77,9325747.05,9325747.05,"DESPESA",2
"DESPORTO E LAZER",2011,1,3519723.63,3329096.77,3329096.77,"DESPESA",2
"DIREITOS DA CIDADANIA",2011,1,9643475.60,5430332.84,5430332.84,"DESPESA",2
"EDUCACAO",2011,1,448661623.90,440990051.18,440990051.18,"DESPESA",2
"ENCARGOS ESPECIAIS",2011,1,1483989140.57,1461823301.62,1461823301.62,"DESPESA",2
"ENERGIA",2011,1,3778.23,720.00,720.00,"DESPESA",2
"ESSENCIAL A JUSTICA",2011,1,89838703.30,84492896.75,84492896.75,"DESPESA",2
"GESTAO AMBIENTAL",2011,1,9396329.24,6719240.14,6719240.14,"DESPESA",2
"HABITACAO",2011,1,7563393.38,7397671.37,7397671.37,"DESPESA",2
"INDUSTRIA",2011,1,89120427.98,88555473.32,88555473.32,"DESPESA",2
"JUDICIARIA",2011,1,230414639.07,201970215.65,201970215.65,"DESPESA",2
"LEGISLATIVA",2011,1,80565687.30,78010208.55,78010208.55,"DESPESA",2
"ORGANIZACAO AGRARIA",2011,1,346922.74,267571.84,267571.84,"DESPESA",2
"PREVIDENCIA SOCIAL",2011,1,473316614.77,469960192.72,469960192.72,"DESPESA",2
"SANEAMENTO",2011,1,6861.30,4289.73,4289.73,"DESPESA",2
"SAUDE",2011,1,242071991.55,99570110.03,99570110.03,"DESPESA",2
"SEGURANCA PUBLICA",2011,1,511425376.41,488188678.97,488188678.97,"DESPESA",2
"TRANSPORTE",2011,1,27138956.17,13121333.45,13121333.45,"DESPESA",2
"URBANISMO",2011,1,989927.96,849139.27,849139.27,"DESPESA",2
"ADMINISTRACAO",2011,2,132317780.12,115871579.11,193154674.14,"DESPESA",2
"AGRICULTURA",2011,2,27712497.67,27450763.49,52208470.54,"DESPESA",2
"ASSISTENCIA SOCIAL",2011,2,13185136.61,13767395.57,16208486.30,"DESPESA",2
"CIENCIA E TECNOLOGIA",2011,2,8525194.66,6548807.22,10367921.89,"DESPESA",2
"COMERCIO E SERVICOS",2011,2,10945761.39,10572592.40,60591297.38,"DESPESA",2
"COMUNICACOES",2011,2,530064.87,374128.61,578754.74,"DESPESA",2
"CULTURA",2011,2,4200624.79,3621125.16,12946872.21,"DESPESA",2
"DESPORTO E LAZER",2011,2,10535711.94,9675502.74,13004599.51,"DESPESA",2
"DIREITOS DA CIDADANIA",2011,2,747244.40,4890880.28,10321213.12,"DESPESA",2
"EDUCACAO",2011,2,581880833.73,404873476.16,845863527.34,"DESPESA",2
"ENCARGOS ESPECIAIS",2011,2,1075631203.31,1080999472.75,2542822774.37,"DESPESA",2
"ENERGIA",2011,2,121.22,50.87,770.87,"DESPESA",2
"ESSENCIAL A JUSTICA",2011,2,87107091.64,83920410.19,168413306.94,"DESPESA",2
"GESTAO AMBIENTAL",2011,2,20450581.38,21137797.75,27857037.89,"DESPESA",2
"HABITACAO",2011,2,14961818.66,14954882.40,22352553.77,"DESPESA",2
"INDUSTRIA",2011,2,7908976.21,5986896.11,94542369.43,"DESPESA",2
"JUDICIARIA",2011,2,202536548.51,209180110.19,411150325.84,"DESPESA",2
"LEGISLATIVA",2011,2,105321664.97,103842049.03,181852257.58,"DESPESA",2
"ORGANIZACAO AGRARIA",2011,2,705331.57,392180.83,659752.67,"DESPESA",2
"PREVIDENCIA SOCIAL",2011,2,480187331.72,481187661.57,951147854.29,"DESPESA",2
"RELACOES EXTERIORES",2011,2,10791.11,9627.49,9627.49,"DESPESA",2
"SANEAMENTO",2011,2,14576.39,11496.65,15786.38,"DESPESA",2
"SAUDE",2011,2,265673975.71,262102770.33,361672880.36,"DESPESA",2
"SEGURANCA PUBLICA",2011,2,532863506.32,514051013.61,1002239692.58,"DESPESA",2
"TRABALHO",2011,2,53008.87,36712.87,36712.87,"DESPESA",2
"TRANSPORTE",2011,2,38002362.63,24889084.21,38010417.66,"DESPESA",2
"URBANISMO",2011,2,8380477.80,2246085.71,3095224.98,"DESPESA",2
"ADMINISTRACAO",2011,3,510147580.92,410517242.90,603671917.04,"DESPESA",2
"AGRICULTURA",2011,3,32374356.96,29796895.67,82005366.21,"DESPESA",2
"ASSISTENCIA SOCIAL",2011,3,6138369.83,6022607.04,22231093.34,"DESPESA",2
"CIENCIA E TECNOLOGIA",2011,3,93148918.15,89603345.31,99971267.20,"DESPESA",2
"COMERCIO E SERVICOS",2011,3,9737730.00,8750237.94,69341535.32,"DESPESA",2
"COMUNICACOES",2011,3,287076.80,398670.47,977425.21,"DESPESA",2
"CULTURA",2011,3,8041253.19,7997178.68,20944050.89,"DESPESA",2
"DESPORTO E LAZER",2011,3,7090214.01,7306630.48,20311229.99,"DESPESA",2
"DIREITOS DA CIDADANIA",2011,3,4075948.91,3914395.98,14235609.10,"DESPESA",2
"EDUCACAO",2011,3,532890233.40,482060258.49,1327923785.83,"DESPESA",2
"ENCARGOS ESPECIAIS",2011,3,1119865050.38,1124197796.09,3667020570.46,"DESPESA",2
"ENERGIA",2011,3,1282.02,1593.01,2363.88,"DESPESA",2
"ESSENCIAL A JUSTICA",2011,3,98479275.01,96664654.00,265077960.94,"DESPESA",2
"GESTAO AMBIENTAL",2011,3,18019805.44,16663999.45,44521037.34,"DESPESA",2
"HABITACAO",2011,3,7900186.01,8020828.58,30373382.35,"DESPESA",2
"INDUSTRIA",2011,3,9730619.62,10129362.17,104671731.60,"DESPESA",2
"JUDICIARIA",2011,3,215782852.51,212570589.06,623720914.90,"DESPESA",2
"LEGISLATIVA",2011,3,84286715.81,83002687.67,264854945.25,"DESPESA",2
"ORGANIZACAO AGRARIA",2011,3,1075877.78,538420.48,1198173.15,"DESPESA",2
"PREVIDENCIA SOCIAL",2011,3,491704840.78,489417666.33,1440565520.62,"DESPESA",2
"RELACOES EXTERIORES",2011,3,28090.46,23994.21,33621.70,"DESPESA",2
"SANEAMENTO",2011,3,47363.43,44701.91,60488.29,"DESPESA",2
"SAUDE",2011,3,389841848.86,360589275.49,722262155.85,"DESPESA",2
"SEGURANCA PUBLICA",2011,3,553542479.24,531488723.11,1533728415.69,"DESPESA",2
"TRABALHO",2011,3,638408.58,582510.15,619223.02,"DESPESA",2
"TRANSPORTE",2011,3,149148738.67,110363392.05,148373809.71,"DESPESA",2
"URBANISMO",2011,3,22846662.70,18843855.62,21939080.60,"DESPESA",2
"ADMINISTRACAO",2011,4,576444898.85,478244121.37,1081916038.41,"DESPESA",2
"AGRICULTURA",2011,4,34145848.42,31869648.13,113875014.34,"DESPESA",2
"ASSISTENCIA SOCIAL",2011,4,13744923.17,13660140.29,35891233.63,"DESPESA",2
"CIENCIA E TECNOLOGIA",2011,4,19795852.07,22931624.09,122902891.29,"DESPESA",2
"COMERCIO E SERVICOS",2011,4,12246200.53,12487098.99,81828634.31,"DESPESA",2
"COMUNICACOES",2011,4,283542.88,361124.15,1338549.36,"DESPESA",2
"CULTURA",2011,4,16034160.50,15340642.12,36284693.01,"DESPESA",2
"DESPORTO E LAZER",2011,4,19926794.24,20270996.04,40582226.03,"DESPESA",2
"DIREITOS DA CIDADANIA",2011,4,990213.98,1120495.33,15356104.43,"DESPESA",2
"EDUCACAO",2011,4,510084851.99,524344546.62,1852268332.45,"DESPESA",2
"ENCARGOS ESPECIAIS",2011,4,784231093.96,779946702.80,4446967273.26,"DESPESA",2
"ENERGIA",2011,4,-2311.82,49.00,2412.88,"DESPESA",2
"ESSENCIAL A JUSTICA",2011,4,85101867.96,85178938.35,350256899.29,"DESPESA",2
"GESTAO AMBIENTAL",2011,4,16796521.64,15870596.46,60391633.80,"DESPESA",2
"HABITACAO",2011,4,13952938.45,12892369.27,43265751.62,"DESPESA",2
"INDUSTRIA",2011,4,72313412.08,73148211.10,177819942.70,"DESPESA",2
"JUDICIARIA",2011,4,212562972.23,212363451.63,836084366.53,"DESPESA",2
"LEGISLATIVA",2011,4,88279259.46,87362244.86,352217190.11,"DESPESA",2
"ORGANIZACAO AGRARIA",2011,4,2616598.84,1000748.97,2198922.12,"DESPESA",2
"PREVIDENCIA SOCIAL",2011,4,499621307.93,501440899.07,1942006419.69,"DESPESA",2
"RELACOES EXTERIORES",2011,4,57314.19,39396.48,73018.18,"DESPESA",2
"SANEAMENTO",2011,4,43231.99,44801.69,105289.98,"DESPESA",2
"SAUDE",2011,4,344329208.55,306871177.86,1029133333.71,"DESPESA",2
"SEGURANCA PUBLICA",2011,4,598673684.87,583860251.90,2117588667.59,"DESPESA",2
"TRABALHO",2011,4,395947.63,445686.31,1064909.33,"DESPESA",2
"TRANSPORTE",2011,4,127909550.70,134436601.81,282810411.52,"DESPESA",2
"URBANISMO",2011,4,10925661.75,10113775.78,32052856.38,"DESPESA",2
"ADMINISTRACAO",2011,5,363931380.03,488588023.90,1570504062.31,"DESPESA",2
"AGRICULTURA",2011,5,35022677.23,31841185.50,145716199.84,"DESPESA",2
"ASSISTENCIA SOCIAL",2011,5,14762022.52,14478413.82,50369647.45,"DESPESA",2
"CIENCIA E TECNOLOGIA",2011,5,30583285.88,29173230.76,152076122.05,"DESPESA",2
"COMERCIO E SERVICOS",2011,5,21222225.42,18414669.87,100243304.18,"DESPESA",2
"COMUNICACOES",2011,5,545322.87,382745.09,1721294.45,"DESPESA",2
"CULTURA",2011,5,8308075.24,8404055.20,44688748.21,"DESPESA",2
"DESPORTO E LAZER",2011,5,5338016.21,4521144.46,45103370.49,"DESPESA",2
"DIREITOS DA CIDADANIA",2011,5,1441712.87,1322509.73,16678614.16,"DESPESA",2
"EDUCACAO",2011,5,515253350.09,522008533.25,2374276865.70,"DESPESA",2
"ENCARGOS ESPECIAIS",2011,5,1636762273.22,1255194716.01,5702161989.27,"DESPESA",2
"ENERGIA",2011,5,973.08,916.67,3329.55,"DESPESA",2
"ESSENCIAL A JUSTICA",2011,5,88890611.08,87464860.55,437721759.84,"DESPESA",2
"GESTAO AMBIENTAL",2011,5,21817557.25,18502104.47,78893738.27,"DESPESA",2
"HABITACAO",2011,5,14189033.24,14444466.15,57710217.77,"DESPESA",2
"INDUSTRIA",2011,5,12354881.42,10511125.09,188331067.79,"DESPESA",2
"JUDICIARIA",2011,5,214327631.65,218933067.23,1055017433.76,"DESPESA",2
"LEGISLATIVA",2011,5,89348747.05,90048936.74,442266126.85,"DESPESA",2
"ORGANIZACAO AGRARIA",2011,5,1661706.94,1100387.26,3299309.38,"DESPESA",2
"PREVIDENCIA SOCIAL",2011,5,500483962.38,490632387.85,2432638807.54,"DESPESA",2
"RELACOES EXTERIORES",2011,5,3629.04,4556.47,77574.65,"DESPESA",2
"SANEAMENTO",2011,5,41835.82,36156.52,141446.50,"DESPESA",2
"SAUDE",2011,5,413350638.81,396220029.38,1425353363.09,"DESPESA",2
"SEGURANCA PUBLICA",2011,5,555847915.41,555422105.26,2673010772.85,"DESPESA",2
"TRABALHO",2011,5,1459818.55,545129.95,1610039.28,"DESPESA",2
"TRANSPORTE",2011,5,80258991.20,79227322.82,362037734.34,"DESPESA",2
"URBANISMO",2011,5,7360254.14,5946724.34,37999580.72,"DESPESA",2
"ADMINISTRACAO",2011,6,447288520.76,470089258.30,2040593320.61,"DESPESA",2
"AGRICULTURA",2011,6,31497363.14,32663995.32,178380195.16,"DESPESA",2
"ASSISTENCIA SOCIAL",2011,6,27125166.34,26938393.41,77308040.86,"DESPESA",2
"CIENCIA E TECNOLOGIA",2011,6,60409533.03,41772008.56,193848130.61,"DESPESA",2
"COMERCIO E SERVICOS",2011,6,19237232.24,20700451.10,120943755.28,"DESPESA",2
"COMUNICACOES",2011,6,437608.00,403154.25,2124448.70,"DESPESA",2
"CULTURA",2011,6,9347558.91,7307777.56,51996525.77,"DESPESA",2
"DESPORTO E LAZER",2011,6,19859762.22,19722368.64,64825739.13,"DESPESA",2
"DIREITOS DA CIDADANIA",2011,6,1372628.06,1317023.08,17995637.24,"DESPESA",2
"EDUCACAO",2011,6,526036733.81,536998489.48,2911275355.18,"DESPESA",2
"ENCARGOS ESPECIAIS",2011,6,1028356556.26,1094762789.07,6796924778.34,"DESPESA",2
"ENERGIA",2011,6,50001000.00,50000000.00,50003329.55,"DESPESA",2
"ESSENCIAL A JUSTICA",2011,6,94808487.01,93290902.73,531012662.57,"DESPESA",2
"GESTAO AMBIENTAL",2011,6,28629075.77,26200546.00,105094284.27,"DESPESA",2
"HABITACAO",2011,6,15637224.34,15474502.62,73184720.39,"DESPESA",2
"INDUSTRIA",2011,6,26268031.52,25868520.08,214199587.87,"DESPESA",2
"JUDICIARIA",2011,6,233173920.22,231340677.60,1286358111.36,"DESPESA",2
"LEGISLATIVA",2011,6,104988644.75,103949993.15,546216120.00,"DESPESA",2
"ORGANIZACAO AGRARIA",2011,6,2553553.03,1009577.28,4308886.66,"DESPESA",2
"PREVIDENCIA SOCIAL",2011,6,493323903.32,484650227.06,2917289034.60,"DESPESA",2
"RELACOES EXTERIORES",2011,6,0.00,120.24,77694.89,"DESPESA",2
"SANEAMENTO",2011,6,1141726.70,1143881.68,1285328.18,"DESPESA",2
"SAUDE",2011,6,342090168.06,326338737.34,1751692100.43,"DESPESA",2
"SEGURANCA PUBLICA",2011,6,548949161.24,544430815.50,3217441588.35,"DESPESA",2
"TRABALHO",2011,6,5352222.09,4135629.90,5745669.18,"DESPESA",2
"TRANSPORTE",2011,6,186625891.46,146437697.90,508475432.24,"DESPESA",2
"URBANISMO",2011,6,17720923.99,15192234.60,53191815.32,"DESPESA",2
"ADMINISTRACAO",2011,7,595223487.88,461731764.43,2502325085.04,"DESPESA",2
"AGRICULTURA",2011,7,33690255.57,31526776.78,209906971.94,"DESPESA",2
"ASSISTENCIA SOCIAL",2011,7,17384053.49,15260510.33,92568551.19,"DESPESA",2
"CIENCIA E TECNOLOGIA",2011,7,41276343.99,46036149.36,239884279.97,"DESPESA",2
"COMERCIO E SERVICOS",2011,7,15669981.71,15293254.14,136237009.42,"DESPESA",2
"COMUNICACOES",2011,7,268126.74,400028.12,2524476.82,"DESPESA",2
"CULTURA",2011,7,15674369.34,15675391.10,67671916.87,"DESPESA",2
"DESPORTO E LAZER",2011,7,13855080.36,13933371.34,78759110.47,"DESPESA",2
"DIREITOS DA CIDADANIA",2011,7,2856265.18,2678268.81,20673906.05,"DESPESA",2
"EDUCACAO",2011,7,517589360.19,525314124.89,3436589480.07,"DESPESA",2
"ENCARGOS ESPECIAIS",2011,7,1260554043.01,751253439.58,7548178217.92,"DESPESA",2
"ENERGIA",2011,7,0.00,0.00,50003329.55,"DESPESA",2
"ESSENCIAL A JUSTICA",2011,7,111949914.65,111885293.59,642897956.16,"DESPESA",2
"GESTAO AMBIENTAL",2011,7,15025433.93,20491496.42,125585780.69,"DESPESA",2
"HABITACAO",2011,7,16737060.56,16824146.50,90008866.89,"DESPESA",2
"INDUSTRIA",2011,7,18560778.27,18447278.16,232646866.03,"DESPESA",2
"JUDICIARIA",2011,7,286705056.85,287096172.36,1573454283.72,"DESPESA",2
"LEGISLATIVA",2011,7,103482728.28,103238458.85,649454578.85,"DESPESA",2
"ORGANIZACAO AGRARIA",2011,7,1642309.76,889002.36,5197889.02,"DESPESA",2
"PREVIDENCIA SOCIAL",2011,7,481218454.21,489827347.87,3407116382.47,"DESPESA",2
"RELACOES EXTERIORES",2011,7,9014.63,1977.96,79672.85,"DESPESA",2
"SANEAMENTO",2011,7,349221.88,318497.64,1603825.82,"DESPESA",2
"SAUDE",2011,7,443532867.38,352640036.57,2104332137.00,"DESPESA",2
"SEGURANCA PUBLICA",2011,7,568744492.00,553034308.48,3770475896.83,"DESPESA",2
"TRABALHO",2011,7,4207463.18,4021893.50,9767562.68,"DESPESA",2
"TRANSPORTE",2011,7,128535785.24,155859026.24,664334458.48,"DESPESA",2
"URBANISMO",2011,7,44783976.89,45972529.52,99164344.84,"DESPESA",2
"ADMINISTRACAO",2011,8,458499297.14,506264954.68,3008590039.72,"DESPESA",2
"AGRICULTURA",2011,8,36497078.14,39146578.03,249053549.97,"DESPESA",2
"ASSISTENCIA SOCIAL",2011,8,8509160.65,8839788.86,101408340.05,"DESPESA",2
"CIENCIA E TECNOLOGIA",2011,8,21675471.41,22431741.25,262316021.22,"DESPESA",2
"COMERCIO E SERVICOS",2011,8,15723577.58,17041821.21,153278830.63,"DESPESA",2
"COMUNICACOES",2011,8,282183.58,391979.03,2916455.85,"DESPESA",2
"CULTURA",2011,8,9522379.16,11926733.85,79598650.72,"DESPESA",2
"DESPORTO E LAZER",2011,8,7835757.25,7645471.66,86404582.13,"DESPESA",2
"DIREITOS DA CIDADANIA",2011,8,1270171.01,1529564.30,22203470.35,"DESPESA",2
"EDUCACAO",2011,8,470827006.47,470641522.59,3907231002.66,"DESPESA",2
"ENCARGOS ESPECIAIS",2011,8,945028752.12,1391093459.32,8939271677.24,"DESPESA",2
"ENERGIA",2011,8,380.00,889.67,50004219.22,"DESPESA",2
"ESSENCIAL A JUSTICA",2011,8,88571818.32,87007139.83,729905095.99,"DESPESA",2
"GESTAO AMBIENTAL",2011,8,18293768.65,16883977.01,142469757.70,"DESPESA",2
"HABITACAO",2011,8,16557880.46,16269732.38,106278599.27,"DESPESA",2
"INDUSTRIA",2011,8,20713999.55,18515527.44,251162393.47,"DESPESA",2
"JUDICIARIA",2011,8,224579640.13,217839699.31,1791293983.03,"DESPESA",2
"LEGISLATIVA",2011,8,92547875.28,92869112.85,742323691.70,"DESPESA",2
"ORGANIZACAO AGRARIA",2011,8,3027845.64,855917.05,6053806.07,"DESPESA",2
"PREVIDENCIA SOCIAL",2011,8,489628029.59,498022151.41,3905138533.88,"DESPESA",2
"RELACOES EXTERIORES",2011,8,584.94,999.94,80672.79,"DESPESA",2
"SANEAMENTO",2011,8,2351652.61,2334504.70,3938330.52,"DESPESA",2
"SAUDE",2011,8,274107506.01,342671386.79,2447003523.79,"DESPESA",2
"SEGURANCA PUBLICA",2011,8,535802979.07,554144602.41,4324620499.24,"DESPESA",2
"TRABALHO",2011,8,2483782.36,2083495.77,11851058.45,"DESPESA",2
"TRANSPORTE",2011,8,87478025.35,87774567.93,752109026.41,"DESPESA",2
"URBANISMO",2011,8,7417074.10,16735127.82,115899472.66,"DESPESA",2
"ADMINISTRACAO",2011,9,503225815.05,474412978.54,3483003018.26,"DESPESA",2
"AGRICULTURA",2011,9,33686291.05,33996335.57,283049885.54,"DESPESA",2
"ASSISTENCIA SOCIAL",2011,9,9457893.75,9542219.82,110950559.87,"DESPESA",2
"CIENCIA E TECNOLOGIA",2011,9,28979906.06,22736556.32,285052577.54,"DESPESA",2
"COMERCIO E SERVICOS",2011,9,19525484.74,15556456.77,168835287.40,"DESPESA",2
"COMUNICACOES",2011,9,384562.61,353156.10,3269611.95,"DESPESA",2
"CULTURA",2011,9,12718265.16,11995341.86,91593992.58,"DESPESA",2
"DESPORTO E LAZER",2011,9,9332599.95,9447925.95,95852508.08,"DESPESA",2
"DIREITOS DA CIDADANIA",2011,9,1226074.30,1250092.05,23453562.40,"DESPESA",2
"EDUCACAO",2011,9,367864649.85,406373980.88,4313604983.54,"DESPESA",2
"ENCARGOS ESPECIAIS",2011,9,1224342418.90,1060900941.26,10000172618.50,"DESPESA",2
"ENERGIA",2011,9,-513.18,0.00,50004219.22,"DESPESA",2
"ESSENCIAL A JUSTICA",2011,9,90258989.55,91167447.29,821072543.28,"DESPESA",2
"GESTAO AMBIENTAL",2011,9,12117159.03,12164126.24,154633883.94,"DESPESA",2
"HABITACAO",2011,9,13253782.52,13796401.50,120075000.77,"DESPESA",2
"INDUSTRIA",2011,9,76102507.68,75607147.27,326769540.74,"DESPESA",2
"JUDICIARIA",2011,9,224446723.66,216855045.85,2008149028.88,"DESPESA",2
"LEGISLATIVA",2011,9,90712079.66,91307663.91,833631355.61,"DESPESA",2
"ORGANIZACAO AGRARIA",2011,9,740060.33,967541.59,7021347.66,"DESPESA",2
"PREVIDENCIA SOCIAL",2011,9,500217505.38,491035105.93,4396173639.81,"DESPESA",2
"RELACOES EXTERIORES",2011,9,-9595.23,732.11,81404.90,"DESPESA",2
"SANEAMENTO",2011,9,153273.74,159169.97,4097500.49,"DESPESA",2
"SAUDE",2011,9,337655314.95,308153109.08,2755156632.87,"DESPESA",2
"SEGURANCA PUBLICA",2011,9,507821567.60,518598105.17,4843218604.41,"DESPESA",2
"TRABALHO",2011,9,5393849.41,5951130.89,17802189.34,"DESPESA",2
"TRANSPORTE",2011,9,119404785.28,86945256.98,839054283.39,"DESPESA",2
"URBANISMO",2011,9,2486537.43,5492037.67,121391510.33,"DESPESA",2
"ADMINISTRACAO",2011,10,540737765.99,480437057.83,3963440076.09,"DESPESA",2
"AGRICULTURA",2011,10,38426767.22,38236857.18,321286742.72,"DESPESA",2
"ASSISTENCIA SOCIAL",2011,10,11531858.65,10699678.10,121650237.97,"DESPESA",2
"CIENCIA E TECNOLOGIA",2011,10,17080356.49,28278691.09,313331268.63,"DESPESA",2
"COMERCIO E SERVICOS",2011,10,43570615.86,46084293.85,214919581.25,"DESPESA",2
"COMUNICACOES",2011,10,408379.33,394956.34,3664568.29,"DESPESA",2
"CULTURA",2011,10,8248034.26,8238968.03,99832960.61,"DESPESA",2
"DESPORTO E LAZER",2011,10,13484714.45,13751403.71,109603911.79,"DESPESA",2
"DIREITOS DA CIDADANIA",2011,10,1517923.03,1450667.92,24904230.32,"DESPESA",2
"EDUCACAO",2011,10,515847014.03,539611490.28,4853216473.82,"DESPESA",2
"ENCARGOS ESPECIAIS",2011,10,1097760154.86,1110140792.36,11110313410.86,"DESPESA",2
"ENERGIA",2011,10,0.00,0.00,50004219.22,"DESPESA",2
"ESSENCIAL A JUSTICA",2011,10,94732010.68,90135113.04,911207656.32,"DESPESA",2
"GESTAO AMBIENTAL",2011,10,23370588.51,22501140.14,177135024.08,"DESPESA",2
"HABITACAO",2011,10,15458570.39,15222366.75,135297367.52,"DESPESA",2
"INDUSTRIA",2011,10,10126751.60,10666156.09,337435696.83,"DESPESA",2
"JUDICIARIA",2011,10,225811588.68,221605426.02,2229754454.90,"DESPESA",2
"LEGISLATIVA",2011,10,96922742.99,95702533.63,929333889.24,"DESPESA",2
"ORGANIZACAO AGRARIA",2011,10,267206.50,984634.53,8005982.19,"DESPESA",2
"PREVIDENCIA SOCIAL",2011,10,501891502.21,506932306.80,4903105946.61,"DESPESA",2
"RELACOES EXTERIORES",2011,10,0.00,0.00,81404.90,"DESPESA",2
"SANEAMENTO",2011,10,15608.76,43179.71,4140680.20,"DESPESA",2
"SAUDE",2011,10,468798944.33,477278559.17,3232435192.04,"DESPESA",2
"SEGURANCA PUBLICA",2011,10,621788114.57,622396615.20,5465615219.61,"DESPESA",2
"TRABALHO",2011,10,831380.70,1140403.40,18942592.74,"DESPESA",2
"TRANSPORTE",2011,10,110767354.20,125390580.54,964444863.93,"DESPESA",2
"URBANISMO",2011,10,20738053.88,20349207.52,141740717.85,"DESPESA",2
"ADMINISTRACAO",2011,11,483825651.84,566734285.04,4530174361.13,"DESPESA",2
"AGRICULTURA",2011,11,45527841.49,43368253.94,364654996.66,"DESPESA",2
"ASSISTENCIA SOCIAL",2011,11,21502462.35,18652127.49,140302365.46,"DESPESA",2
"CIENCIA E TECNOLOGIA",2011,11,10294063.85,17038999.05,330370267.68,"DESPESA",2
"COMERCIO E SERVICOS",2011,11,10293044.21,7167631.27,222087212.52,"DESPESA",2
"COMUNICACOES",2011,11,621733.99,591850.21,4256418.50,"DESPESA",2
"CULTURA",2011,11,16847524.47,15972685.96,115805646.57,"DESPESA",2
"DESPORTO E LAZER",2011,11,14608669.89,14630824.28,124234736.07,"DESPESA",2
"DIREITOS DA CIDADANIA",2011,11,2850920.09,2868914.99,27773145.31,"DESPESA",2
"EDUCACAO",2011,11,870650627.09,880352838.80,5733569312.62,"DESPESA",2
"ENCARGOS ESPECIAIS",2011,11,1207665998.01,1091911767.76,12202225178.62,"DESPESA",2
"ENERGIA",2011,11,841.67,1332.00,50005551.22,"DESPESA",2
"ESSENCIAL A JUSTICA",2011,11,109682639.63,110991808.58,1022199464.90,"DESPESA",2
"GESTAO AMBIENTAL",2011,11,23113007.39,23166035.30,200301059.38,"DESPESA",2
"HABITACAO",2011,11,10399691.40,9799899.73,145097267.25,"DESPESA",2
"INDUSTRIA",2011,11,-54990295.37,-54893560.36,282542136.47,"DESPESA",2
"JUDICIARIA",2011,11,234349266.47,219662533.78,2449416988.68,"DESPESA",2
"LEGISLATIVA",2011,11,108242953.64,108507096.14,1037840985.38,"DESPESA",2
"ORGANIZACAO AGRARIA",2011,11,974639.89,990988.86,8996971.05,"DESPESA",2
"PREVIDENCIA SOCIAL",2011,11,838007300.94,832396086.23,5735502032.84,"DESPESA",2
"RELACOES EXTERIORES",2011,11,-8102.36,2800.00,84204.90,"DESPESA",2
"SANEAMENTO",2011,11,55291.55,53000.86,4193681.06,"DESPESA",2
"SAUDE",2011,11,580909576.42,464840335.23,3697275527.27,"DESPESA",2
"SEGURANCA PUBLICA",2011,11,1136202379.96,1091288982.80,6556904202.41,"DESPESA",2
"TRABALHO",2011,11,1219697.22,1507861.72,20450454.46,"DESPESA",2
"TRANSPORTE",2011,11,168650118.34,138264499.12,1102709363.05,"DESPESA",2
"URBANISMO",2011,11,9219754.22,6612524.82,148353242.67,"DESPESA",2
"ADMINISTRACAO",2011,12,1125772317.09,1313620912.25,5843795273.38,"DESPESA",2
"AGRICULTURA",2011,12,57107907.57,66679107.88,431334104.54,"DESPESA",2
"ASSISTENCIA SOCIAL",2011,12,55944835.16,62225785.51,202528150.97,"DESPESA",2
"CIENCIA E TECNOLOGIA",2011,12,21972758.55,29224795.58,359595063.26,"DESPESA",2
"COMERCIO E SERVICOS",2011,12,42909347.73,50055862.38,272143074.90,"DESPESA",2
"COMUNICACOES",2011,12,558328.62,656319.82,4912738.32,"DESPESA",2
"CULTURA",2011,12,28290931.77,31046326.99,146851973.56,"DESPESA",2
"DESPORTO E LAZER",2011,12,46342792.77,47495100.85,171729836.92,"DESPESA",2
"DIREITOS DA CIDADANIA",2011,12,6265758.84,6485190.96,34258336.27,"DESPESA",2
"EDUCACAO",2011,12,806729902.61,930746874.54,6664316187.16,"DESPESA",2
"ENCARGOS ESPECIAIS",2011,12,771583496.77,1433545002.75,13635770181.37,"DESPESA",2
"ENERGIA",2011,12,0.00,0.00,50005551.22,"DESPESA",2
"ESSENCIAL A JUSTICA",2011,12,203064102.89,220286046.82,1242485511.72,"DESPESA",2
"GESTAO AMBIENTAL",2011,12,36884959.69,43613728.54,243914787.92,"DESPESA",2
"HABITACAO",2011,12,11819956.85,13334269.01,158431536.26,"DESPESA",2
"INDUSTRIA",2011,12,34025097.03,39693051.12,322235187.59,"DESPESA",2
"JUDICIARIA",2011,12,598517399.27,653791250.57,3103208239.25,"DESPESA",2
"LEGISLATIVA",2011,12,216240812.43,223098926.24,1260939911.62,"DESPESA",2
"ORGANIZACAO AGRARIA",2011,12,557776.24,7172858.21,16169829.26,"DESPESA",2
"PREVIDENCIA SOCIAL",2011,12,669067746.66,683166467.05,6418668499.89,"DESPESA",2
"RELACOES EXTERIORES",2011,12,4.19,7526.07,91730.97,"DESPESA",2
"SANEAMENTO",2011,12,5874071.02,5901034.13,10094715.19,"DESPESA",2
